file1 file2 flip runtime
../data/random_experiments_paper/n_10/set_0/triangulation/t_10 ../data/random_experiments_paper/n_10/set_0/triangulation/t_6 4 6
../data/random_experiments_paper/n_10/set_0/triangulation/t_10 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 6 10
../data/random_experiments_paper/n_10/set_0/triangulation/t_10 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 3 3
../data/random_experiments_paper/n_10/set_0/triangulation/t_10 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 7 17
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_12 5 8
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_13 6 10
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_14 8 12
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_15 7 20
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_16 6 12
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_17 5 8
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_18 6 11
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_19 9 165
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_2 9 870
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_3 8 22
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_4 3 3
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_5 4 6
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_6 9 217
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 5 7
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 7 12
../data/random_experiments_paper/n_10/set_0/triangulation/t_11 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 4 5
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_13 6 10
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_14 8 16
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_15 8 16
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_16 5 9
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_17 4 5
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_18 10 207
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_19 10 250
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_2 7 17
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_3 4 6
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_4 5 8
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_5 7 16
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_6 5 9
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 7 10
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 6 49
../data/random_experiments_paper/n_10/set_0/triangulation/t_12 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 8 16
../data/random_experiments_paper/n_10/set_0/triangulation/t_13 ../data/random_experiments_paper/n_10/set_0/triangulation/t_14 7 12
../data/random_experiments_paper/n_10/set_0/triangulation/t_13 ../data/random_experiments_paper/n_10/set_0/triangulation/t_15 4 5
../data/random_experiments_paper/n_10/set_0/triangulation/t_13 ../data/random_experiments_paper/n_10/set_0/triangulation/t_16 2 0
../data/random_experiments_paper/n_10/set_0/triangulation/t_13 ../data/random_experiments_paper/n_10/set_0/triangulation/t_17 5 8
../data/random_experiments_paper/n_10/set_0/triangulation/t_13 ../data/random_experiments_paper/n_10/set_0/triangulation/t_18 5 9
../data/random_experiments_paper/n_10/set_0/triangulation/t_13 ../data/random_experiments_paper/n_10/set_0/triangulation/t_19 5 8
../data/random_experiments_paper/n_10/set_0/triangulation/t_13 ../data/random_experiments_paper/n_10/set_0/triangulation/t_2 5 8
../data/random_experiments_paper/n_10/set_0/triangulation/t_13 ../data/random_experiments_paper/n_10/set_0/triangulation/t_3 6 9
../data/random_experiments_paper/n_10/set_0/triangulation/t_13 ../data/random_experiments_paper/n_10/set_0/triangulation/t_4 5 9
../data/random_experiments_paper/n_10/set_0/triangulation/t_13 ../data/random_experiments_paper/n_10/set_0/triangulation/t_5 7 16
../data/random_experiments_paper/n_10/set_0/triangulation/t_13 ../data/random_experiments_paper/n_10/set_0/triangulation/t_6 5 8
../data/random_experiments_paper/n_10/set_0/triangulation/t_13 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 6 10
../data/random_experiments_paper/n_10/set_0/triangulation/t_13 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 4 5
../data/random_experiments_paper/n_10/set_0/triangulation/t_13 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 7 12
../data/random_experiments_paper/n_10/set_0/triangulation/t_14 ../data/random_experiments_paper/n_10/set_0/triangulation/t_15 9 23
../data/random_experiments_paper/n_10/set_0/triangulation/t_14 ../data/random_experiments_paper/n_10/set_0/triangulation/t_16 7 15
../data/random_experiments_paper/n_10/set_0/triangulation/t_14 ../data/random_experiments_paper/n_10/set_0/triangulation/t_17 8 18
../data/random_experiments_paper/n_10/set_0/triangulation/t_14 ../data/random_experiments_paper/n_10/set_0/triangulation/t_18 5 9
../data/random_experiments_paper/n_10/set_0/triangulation/t_14 ../data/random_experiments_paper/n_10/set_0/triangulation/t_19 4 6
../data/random_experiments_paper/n_10/set_0/triangulation/t_14 ../data/random_experiments_paper/n_10/set_0/triangulation/t_2 5 9
../data/random_experiments_paper/n_10/set_0/triangulation/t_14 ../data/random_experiments_paper/n_10/set_0/triangulation/t_3 9 18
../data/random_experiments_paper/n_10/set_0/triangulation/t_14 ../data/random_experiments_paper/n_10/set_0/triangulation/t_4 7 12
../data/random_experiments_paper/n_10/set_0/triangulation/t_14 ../data/random_experiments_paper/n_10/set_0/triangulation/t_5 4 6
../data/random_experiments_paper/n_10/set_0/triangulation/t_14 ../data/random_experiments_paper/n_10/set_0/triangulation/t_6 9 21
../data/random_experiments_paper/n_10/set_0/triangulation/t_14 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 6 10
../data/random_experiments_paper/n_10/set_0/triangulation/t_14 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 6 11
../data/random_experiments_paper/n_10/set_0/triangulation/t_14 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 6 12
../data/random_experiments_paper/n_10/set_0/triangulation/t_15 ../data/random_experiments_paper/n_10/set_0/triangulation/t_16 4 5
../data/random_experiments_paper/n_10/set_0/triangulation/t_15 ../data/random_experiments_paper/n_10/set_0/triangulation/t_17 5 8
../data/random_experiments_paper/n_10/set_0/triangulation/t_15 ../data/random_experiments_paper/n_10/set_0/triangulation/t_18 5 8
../data/random_experiments_paper/n_10/set_0/triangulation/t_15 ../data/random_experiments_paper/n_10/set_0/triangulation/t_19 9 120
../data/random_experiments_paper/n_10/set_0/triangulation/t_15 ../data/random_experiments_paper/n_10/set_0/triangulation/t_2 9 26
../data/random_experiments_paper/n_10/set_0/triangulation/t_15 ../data/random_experiments_paper/n_10/set_0/triangulation/t_3 8 12
../data/random_experiments_paper/n_10/set_0/triangulation/t_15 ../data/random_experiments_paper/n_10/set_0/triangulation/t_4 9 19
../data/random_experiments_paper/n_10/set_0/triangulation/t_15 ../data/random_experiments_paper/n_10/set_0/triangulation/t_5 8 18
../data/random_experiments_paper/n_10/set_0/triangulation/t_15 ../data/random_experiments_paper/n_10/set_0/triangulation/t_6 7 12
../data/random_experiments_paper/n_10/set_0/triangulation/t_15 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 4 6
../data/random_experiments_paper/n_10/set_0/triangulation/t_15 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 6 9
../data/random_experiments_paper/n_10/set_0/triangulation/t_15 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 5 9
../data/random_experiments_paper/n_10/set_0/triangulation/t_16 ../data/random_experiments_paper/n_10/set_0/triangulation/t_17 3 4
../data/random_experiments_paper/n_10/set_0/triangulation/t_16 ../data/random_experiments_paper/n_10/set_0/triangulation/t_18 7 10
../data/random_experiments_paper/n_10/set_0/triangulation/t_16 ../data/random_experiments_paper/n_10/set_0/triangulation/t_19 5 7
../data/random_experiments_paper/n_10/set_0/triangulation/t_16 ../data/random_experiments_paper/n_10/set_0/triangulation/t_2 5 8
../data/random_experiments_paper/n_10/set_0/triangulation/t_16 ../data/random_experiments_paper/n_10/set_0/triangulation/t_3 4 5
../data/random_experiments_paper/n_10/set_0/triangulation/t_16 ../data/random_experiments_paper/n_10/set_0/triangulation/t_4 7 12
../data/random_experiments_paper/n_10/set_0/triangulation/t_16 ../data/random_experiments_paper/n_10/set_0/triangulation/t_5 8 15
../data/random_experiments_paper/n_10/set_0/triangulation/t_16 ../data/random_experiments_paper/n_10/set_0/triangulation/t_6 3 1
../data/random_experiments_paper/n_10/set_0/triangulation/t_16 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 6 12
../data/random_experiments_paper/n_10/set_0/triangulation/t_16 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 6 8
../data/random_experiments_paper/n_10/set_0/triangulation/t_16 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 7 11
../data/random_experiments_paper/n_10/set_0/triangulation/t_17 ../data/random_experiments_paper/n_10/set_0/triangulation/t_18 7 18
../data/random_experiments_paper/n_10/set_0/triangulation/t_17 ../data/random_experiments_paper/n_10/set_0/triangulation/t_19 8 15
../data/random_experiments_paper/n_10/set_0/triangulation/t_17 ../data/random_experiments_paper/n_10/set_0/triangulation/t_2 7 13
../data/random_experiments_paper/n_10/set_0/triangulation/t_17 ../data/random_experiments_paper/n_10/set_0/triangulation/t_3 4 6
../data/random_experiments_paper/n_10/set_0/triangulation/t_17 ../data/random_experiments_paper/n_10/set_0/triangulation/t_4 7 13
../data/random_experiments_paper/n_10/set_0/triangulation/t_17 ../data/random_experiments_paper/n_10/set_0/triangulation/t_5 7 13
../data/random_experiments_paper/n_10/set_0/triangulation/t_17 ../data/random_experiments_paper/n_10/set_0/triangulation/t_6 5 8
../data/random_experiments_paper/n_10/set_0/triangulation/t_17 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 6 54
../data/random_experiments_paper/n_10/set_0/triangulation/t_17 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 7 11
../data/random_experiments_paper/n_10/set_0/triangulation/t_17 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 7 34
../data/random_experiments_paper/n_10/set_0/triangulation/t_18 ../data/random_experiments_paper/n_10/set_0/triangulation/t_19 7 15
../data/random_experiments_paper/n_10/set_0/triangulation/t_18 ../data/random_experiments_paper/n_10/set_0/triangulation/t_2 7 14
../data/random_experiments_paper/n_10/set_0/triangulation/t_18 ../data/random_experiments_paper/n_10/set_0/triangulation/t_3 11 241
../data/random_experiments_paper/n_10/set_0/triangulation/t_18 ../data/random_experiments_paper/n_10/set_0/triangulation/t_4 7 13
../data/random_experiments_paper/n_10/set_0/triangulation/t_18 ../data/random_experiments_paper/n_10/set_0/triangulation/t_5 4 5
../data/random_experiments_paper/n_10/set_0/triangulation/t_18 ../data/random_experiments_paper/n_10/set_0/triangulation/t_6 10 17
../data/random_experiments_paper/n_10/set_0/triangulation/t_18 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 3 3
../data/random_experiments_paper/n_10/set_0/triangulation/t_18 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 4 5
../data/random_experiments_paper/n_10/set_0/triangulation/t_18 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 2 0
../data/random_experiments_paper/n_10/set_0/triangulation/t_19 ../data/random_experiments_paper/n_10/set_0/triangulation/t_2 4 6
../data/random_experiments_paper/n_10/set_0/triangulation/t_19 ../data/random_experiments_paper/n_10/set_0/triangulation/t_3 9 13
../data/random_experiments_paper/n_10/set_0/triangulation/t_19 ../data/random_experiments_paper/n_10/set_0/triangulation/t_4 8 41
../data/random_experiments_paper/n_10/set_0/triangulation/t_19 ../data/random_experiments_paper/n_10/set_0/triangulation/t_5 8 19
../data/random_experiments_paper/n_10/set_0/triangulation/t_19 ../data/random_experiments_paper/n_10/set_0/triangulation/t_6 8 19
../data/random_experiments_paper/n_10/set_0/triangulation/t_19 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 9 19
../data/random_experiments_paper/n_10/set_0/triangulation/t_19 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 8 15
../data/random_experiments_paper/n_10/set_0/triangulation/t_19 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 9 16
../data/random_experiments_paper/n_10/set_0/triangulation/t_2 ../data/random_experiments_paper/n_10/set_0/triangulation/t_3 6 9
../data/random_experiments_paper/n_10/set_0/triangulation/t_2 ../data/random_experiments_paper/n_10/set_0/triangulation/t_4 6 57
../data/random_experiments_paper/n_10/set_0/triangulation/t_2 ../data/random_experiments_paper/n_10/set_0/triangulation/t_5 7 13
../data/random_experiments_paper/n_10/set_0/triangulation/t_2 ../data/random_experiments_paper/n_10/set_0/triangulation/t_6 5 7
../data/random_experiments_paper/n_10/set_0/triangulation/t_2 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 9 115
../data/random_experiments_paper/n_10/set_0/triangulation/t_2 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 7 13
../data/random_experiments_paper/n_10/set_0/triangulation/t_2 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 9 46
../data/random_experiments_paper/n_10/set_0/triangulation/t_3 ../data/random_experiments_paper/n_10/set_0/triangulation/t_4 8 14
../data/random_experiments_paper/n_10/set_0/triangulation/t_3 ../data/random_experiments_paper/n_10/set_0/triangulation/t_5 10 23
../data/random_experiments_paper/n_10/set_0/triangulation/t_3 ../data/random_experiments_paper/n_10/set_0/triangulation/t_6 1 0
../data/random_experiments_paper/n_10/set_0/triangulation/t_3 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 9 277
../data/random_experiments_paper/n_10/set_0/triangulation/t_3 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 7 10
../data/random_experiments_paper/n_10/set_0/triangulation/t_3 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 10 296
../data/random_experiments_paper/n_10/set_0/triangulation/t_4 ../data/random_experiments_paper/n_10/set_0/triangulation/t_5 5 7
../data/random_experiments_paper/n_10/set_0/triangulation/t_4 ../data/random_experiments_paper/n_10/set_0/triangulation/t_6 9 226
../data/random_experiments_paper/n_10/set_0/triangulation/t_4 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 7 13
../data/random_experiments_paper/n_10/set_0/triangulation/t_4 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 5 8
../data/random_experiments_paper/n_10/set_0/triangulation/t_4 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 7 12
../data/random_experiments_paper/n_10/set_0/triangulation/t_5 ../data/random_experiments_paper/n_10/set_0/triangulation/t_6 11 402
../data/random_experiments_paper/n_10/set_0/triangulation/t_5 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 5 7
../data/random_experiments_paper/n_10/set_0/triangulation/t_5 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 5 9
../data/random_experiments_paper/n_10/set_0/triangulation/t_5 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 4 6
../data/random_experiments_paper/n_10/set_0/triangulation/t_6 ../data/random_experiments_paper/n_10/set_0/triangulation/t_7 9 66
../data/random_experiments_paper/n_10/set_0/triangulation/t_6 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 7 11
../data/random_experiments_paper/n_10/set_0/triangulation/t_6 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 10 207
../data/random_experiments_paper/n_10/set_0/triangulation/t_7 ../data/random_experiments_paper/n_10/set_0/triangulation/t_8 5 9
../data/random_experiments_paper/n_10/set_0/triangulation/t_7 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 1 0
../data/random_experiments_paper/n_10/set_0/triangulation/t_8 ../data/random_experiments_paper/n_10/set_0/triangulation/t_9 6 9
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_1 4 6
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_10 4 6
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_11 5 10
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_12 5 9
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_13 6 13
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_14 2 0
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_15 5 9
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_16 6 12
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_17 6 12
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_18 5 10
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_19 7 14
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_2 3 2
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_3 5 9
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_4 3 4
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_5 7 56
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_6 8 114
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_7 6 12
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_8 6 18
../data/random_experiments_paper/n_10/set_1/triangulation/t_0 ../data/random_experiments_paper/n_10/set_1/triangulation/t_9 6 12
../data/random_experiments_paper/n_10/set_1/triangulation/t_1 ../data/random_experiments_paper/n_10/set_1/triangulation/t_10 3 4
../data/random_experiments_paper/n_10/set_1/triangulation/t_1 ../data/random_experiments_paper/n_10/set_1/triangulation/t_11 1 0
../data/random_experiments_paper/n_10/set_1/triangulation/t_1 ../data/random_experiments_paper/n_10/set_1/triangulation/t_12 8 157
../data/random_experiments_paper/n_10/set_1/triangulation/t_1 ../data/random_experiments_paper/n_10/set_1/triangulation/t_13 6 36
../data/random_experiments_paper/n_10/set_1/triangulation/t_1 ../data/random_experiments_paper/n_10/set_1/triangulation/t_14 4 7
../data/random_experiments_paper/n_10/set_1/triangulation/t_1 ../data/random_experiments_paper/n_10/set_1/triangulation/t_15 3 4
../data/random_experiments_paper/n_10/set_1/triangulation/t_1 ../data/random_experiments_paper/n_10/set_1/triangulation/t_16 9 125
../data/random_experiments_paper/n_10/set_1/triangulation/t_1 ../data/random_experiments_paper/n_10/set_1/triangulation/t_17 9 227
../data/random_experiments_paper/n_10/set_1/triangulation/t_1 ../data/random_experiments_paper/n_10/set_1/triangulation/t_18 8 119
../data/random_experiments_paper/n_10/set_1/triangulation/t_1 ../data/random_experiments_paper/n_10/set_1/triangulation/t_19 4 6
../data/random_experiments_paper/n_10/set_1/triangulation/t_1 ../data/random_experiments_paper/n_10/set_1/triangulation/t_2 3 4
../data/random_experiments_paper/n_10/set_1/triangulation/t_1 ../data/random_experiments_paper/n_10/set_1/triangulation/t_3 8 157
